Shipment_ID,timestamp,driver_id,vehicle_id,route_id,supplier_id,shipping_costs,delivery_time_deviation,iot_temperature,order_fulfillment_status
100681,2026-01-28 23:02:00,DRV_00029,VEH_00061,RTE_00052,SUP_00008,1475.03,15.15,18.6,2.0
100682,2026-01-26 18:00:00,DRV_00032,VEH_00031,RTE_00010,SUP_00484,15143.22,0.16,6.2,2.0
100683,2026-01-01 22:04:00,DRV_00038,VEH_00022,RTE_01007,SUP_00016,21807.55,-2.83,11.7,1.0
100684,2026-03-05 09:07:00,DRV_00005,VEH_00043,RTE_00029,SUP_00013,22325.39,13.85,3.0,2.0
100685,2026-01-25 22:29:00,DRV_00047,VEH_00067,RTE_00019,SUP_00003,11501.43,62.87,10.8,2.0
100686,2026-03-04 00:59:00,DRV_00022,VEH_00054,RTE_00014,SUP_00016,11752.94,27.03,15.5,3.0
100687,2026-01-14 19:10:00,DRV_00047,VEH_00010,RTE_00011,SUP_00009,2385.74,50.47,6.4,2.0
100688,2026-01-25 00:18:00,DRV_00034,VEH_00042,RTE_00002,SUP_00014,16933.74,65.71,16.2,1.0
100689,2026-02-20 02:04:00,DRV_00001,VEH_00064,RTE_00018,SUP_00013,20620.86,26.42,19.4,3.0
100690,2026-01-19 14:30:00,DRV_00026,VEH_00021,RTE_00007,SUP_00548,6494.05,23.43,0.1,1.0
100691,2026-01-18 13:29:00,DRV_00043,VEH_00076,RTE_00012,SUP_00007,10821.87,34.82,2.7,2.0
100692,2026-02-08 06:49:00,DRV_00010,VEH_00066,RTE_00026,SUP_00015,21051.56,64.92,17.0,3.0
100693,2026-03-07 01:54:00,DRV_00030,VEH_00041,RTE_00002,SUP_00007,21989.45,56.94,17.2,3.0
100694,2026-03-07 10:46:00,DRV_00018,VEH_00024,RTE_00027,SUP_00006,6457.91,0.07,19.4,3.0
100695,2026-01-11 18:05:00,DRV_00017,VEH_00035,RTE_00020,SUP_00002,13988.98,48.33,-1.7,3.0
100696,2026-01-31 21:22:00,DRV_00026,VEH_00056,RTE_00018,SUP_00009,5216.08,39.04,1.2,1.0
100697,2026-03-01 20:28:00,DRV_00008,VEH_00030,RTE_00006,SUP_00358,2996.03,64.87,-1.5,2.0
100698,2026-01-04 07:08:00,DRV_00047,VEH_00057,RTE_00024,SUP_00101,22822.45,4.43,1.6,2.0
100699,2026-03-02 06:09:00,DRV_00040,VEH_00047,RTE_00010,SUP_00017,20602.43,36.12,8.1,3.0
100700,2026-01-07 13:15:00,DRV_00049,VEH_00035,RTE_00052,SUP_00005,19120.86,62.72,15.0,2.0
100701,2026-01-03 13:49:00,DRV_00012,VEH_00019,RTE_00020,SUP_00012,1694.77,26.57,-1.6,1.0
100702,2026-01-22 01:55:00,DRV_00027,VEH_00008,RTE_00015,SUP_00001,21171.36,32.11,10.1,2.0
100703,2026-02-08 17:31:00,DRV_00008,VEH_00026,RTE_00005,SUP_00010,11232.08,0.43,3.5,1.0
100704,2026-02-10 03:19:00,DRV_00025,VEH_00071,RTE_00020,SUP_00011,8888.68,16.42,15.2,1.0
100705,2026-01-10 02:36:00,DRV_00046,VEH_00030,RTE_00003,SUP_00016,13888.67,19.99,3.7,2.0
100706,2026-01-18 16:30:00,DRV_00004,VEH_00007,RTE_00005,SUP_00014,2738.15,67.77,11.7,1.0
100707,2026-01-30 09:44:00,DRV_00033,VEH_00067,RTE_01007,SUP_00008,19037.84,16.77,11.5,1.0
100708,2026-01-30 19:18:00,DRV_00001,VEH_00065,RTE_00025,SUP_00101,14769.66,30.49,2.4,1.0
100709,2026-02-06 06:24:00,DRV_00019,VEH_00036,RTE_00008,SUP_00017,5071.46,46.69,-1.3,1.0
100710,2026-01-28 06:58:00,DRV_00031,VEH_00025,RTE_00008,SUP_00018,5111.69,7.49,6.2,3.0
100711,2026-02-25 16:59:00,DRV_00016,VEH_00037,RTE_00008,SUP_00012,5014.09,32.46,3.8,2.0
100712,2026-02-12 19:09:00,DRV_00014,VEH_00001,RTE_00012,SUP_00017,1896.56,51.87,14.2,3.0
100713,2026-02-15 20:40:00,DRV_00048,VEH_00015,RTE_00024,SUP_00014,14901.06,61.75,14.0,1.0
100714,2026-03-11 02:38:00,DRV_00005,VEH_00037,RTE_00023,SUP_00016,21088.53,43.22,7.1,2.0
100715,2026-03-11 07:55:00,DRV_00041,VEH_00013,RTE_00008,SUP_00014,928.71,46.52,10.1,1.0
100716,2026-01-20 10:56:00,DRV_00026,VEH_00008,RTE_00011,SUP_00009,1700.61,4.72,19.4,2.0
100717,2026-01-17 15:20:00,DRV_00028,VEH_00005,RTE_00014,SUP_00004,14532.87,67.82,14.5,3.0
100718,2026-01-24 07:51:00,DRV_00002,VEH_00060,RTE_00052,SUP_00484,20577.64,5.21,6.5,2.0
100719,2026-02-27 12:48:00,DRV_00006,VEH_00073,RTE_00008,SUP_00011,8505.1,54.65,3.5,1.0
100720,2026-02-16 23:21:00,DRV_00009,VEH_00001,RTE_00029,SUP_00006,9065.55,15.39,3.3,2.0
100721,2026-01-26 06:35:00,DRV_00033,VEH_00036,RTE_01007,SUP_00015,15110.49,66.89,8.7,2.0
100722,2026-01-16 18:20:00,DRV_00041,VEH_00035,RTE_00024,SUP_00005,7218.22,50.44,7.0,3.0
100723,2026-01-25 01:00:00,DRV_00025,VEH_00066,RTE_00028,SUP_00011,1151.9,53.04,6.8,1.0
100724,2026-01-15 06:39:00,DRV_00048,VEH_00063,RTE_00010,SUP_00018,18513.1,11.87,-0.2,2.0
100725,2026-03-06 14:45:00,DRV_00013,VEH_00023,RTE_00007,SUP_00013,15828.42,29.11,18.6,3.0
100726,2026-03-06 20:36:00,DRV_00009,VEH_00009,RTE_00028,SUP_00011,14728.52,42.57,2.3,2.0
100727,2026-02-12 19:22:00,DRV_00013,VEH_00034,RTE_00017,SUP_00014,18671.26,54.29,1.9,1.0
100728,2026-02-23 03:39:00,DRV_00031,VEH_00046,RTE_00004,SUP_00018,17043.16,3.0,6.3,2.0
100729,2026-01-16 02:12:00,DRV_00041,VEH_00078,RTE_00029,SUP_00019,5544.11,69.1,18.6,2.0
100730,2026-03-05 10:42:00,DRV_00011,VEH_00004,RTE_00013,SUP_00101,9135.79,63.55,9.7,2.0
100731,2026-01-22 01:54:00,DRV_00004,VEH_00030,RTE_00052,SUP_00015,3589.7,15.82,5.4,2.0
100732,2026-01-10 14:43:00,DRV_00034,VEH_00075,RTE_00004,SUP_00009,3681.5,58.35,19.4,1.0
100733,2026-02-19 19:26:00,DRV_00038,VEH_00072,RTE_00005,SUP_00008,17066.8,34.91,8.7,3.0
100734,2026-01-13 06:00:00,DRV_00046,VEH_00003,RTE_00026,SUP_00726,21535.7,21.24,2.1,3.0
100735,2026-02-06 11:28:00,DRV_00004,VEH_00014,RTE_00022,SUP_00001,24086.95,19.21,1.1,2.0
100736,2026-01-27 16:13:00,DRV_00038,VEH_00060,RTE_00004,SUP_00004,15894.5,39.73,15.6,1.0
100737,2026-02-06 13:18:00,DRV_00019,VEH_00077,RTE_00727,SUP_00014,5010.48,51.2,6.7,1.0
100738,2026-02-06 14:56:00,DRV_00006,VEH_00045,RTE_00018,SUP_00002,3088.43,26.64,18.6,1.0
100739,2026-02-17 19:46:00,DRV_00034,VEH_00034,RTE_00052,SUP_00016,20414.85,43.45,-1.3,1.0
100740,2026-01-14 06:07:00,DRV_00018,VEH_00045,RTE_00006,SUP_00003,14679.53,48.85,8.0,1.0
100741,2026-01-29 18:30:00,DRV_00013,VEH_00061,RTE_00727,SUP_00008,15647.98,49.76,9.1,1.0
100742,2026-01-18 00:24:00,DRV_00041,VEH_00016,RTE_00024,SUP_00006,19645.82,-1.0,9.2,2.0
100743,2026-01-05 22:34:00,DRV_00023,VEH_00066,RTE_00727,SUP_00016,17730.29,61.2,18.6,3.0
100744,2026-02-24 18:19:00,DRV_00019,VEH_00040,RTE_00024,SUP_00101,20944.23,30.29,1.5,3.0
100745,2026-03-11 04:57:00,DRV_00045,VEH_00017,RTE_00023,SUP_00016,1877.24,15.21,3.0,2.0
100746,2026-01-08 14:55:00,DRV_00011,VEH_00034,RTE_00022,SUP_00007,18814.26,13.62,14.2,3.0
100747,2026-01-08 15:43:00,DRV_00001,VEH_00016,RTE_00002,SUP_00013,21345.89,32.19,16.9,1.0
100748,2026-01-15 21:27:00,DRV_00024,VEH_00060,RTE_00727,SUP_00013,7510.31,63.29,0.7,1.0
100749,2026-03-04 19:49:00,DRV_00007,VEH_00066,RTE_00023,SUP_00005,16190.96,24.13,8.0,3.0
100750,2026-01-17 15:19:00,DRV_00025,VEH_00066,RTE_00011,SUP_00726,8196.97,20.65,2.3,1.0
100751,2026-02-15 23:23:00,DRV_00021,VEH_00013,RTE_00028,SUP_00358,23970.29,2.46,-0.8,1.0
100752,2026-01-21 15:03:00,DRV_00015,VEH_00056,RTE_00014,SUP_00018,1318.88,31.66,4.5,3.0
100753,2026-01-07 11:37:00,DRV_00001,VEH_00031,RTE_00052,SUP_00015,14704.92,71.36,0.9,2.0
100754,2026-02-02 05:47:00,DRV_00012,VEH_00034,RTE_01007,SUP_00018,4579.34,54.32,12.2,3.0
100755,2026-02-12 17:29:00,DRV_00007,VEH_00039,RTE_00005,SUP_00002,17949.4,11.21,8.7,3.0
100756,2026-02-28 19:05:00,DRV_00015,VEH_00067,RTE_00052,SUP_00010,4809.31,33.61,0.9,3.0
100757,2026-01-23 04:01:00,DRV_00021,VEH_00008,RTE_00006,SUP_00484,6266.89,12.99,-1.8,3.0
100758,2026-01-24 03:07:00,DRV_00019,VEH_00078,RTE_00010,SUP_00013,12612.08,26.54,14.2,2.0
100759,2026-01-19 23:55:00,DRV_00029,VEH_00055,RTE_00008,SUP_00018,22913.46,55.07,1.5,2.0
100760,2026-01-04 08:35:00,DRV_00025,VEH_00027,RTE_00052,SUP_00015,5687.0,54.38,10.1,1.0
100761,2026-01-14 23:59:00,DRV_00033,VEH_00053,RTE_00014,SUP_00012,4033.88,12.56,4.7,1.0
100762,2026-02-03 01:25:00,DRV_00049,VEH_00039,RTE_00024,SUP_00015,19094.93,66.01,9.7,3.0
100763,2026-01-27 10:48:00,DRV_00032,VEH_00065,RTE_00003,SUP_00013,12765.18,40.63,18.6,1.0
100764,2026-02-24 16:32:00,DRV_00049,VEH_00017,RTE_00012,SUP_00018,22838.74,24.25,-0.3,2.0
100765,2026-02-08 09:24:00,DRV_00035,VEH_00030,RTE_00016,SUP_00015,4092.06,33.65,2.5,1.0
100766,2026-02-09 14:43:00,DRV_00044,VEH_00053,RTE_00028,SUP_00484,16325.23,41.59,1.8,1.0
100767,2026-01-25 16:27:00,DRV_00038,VEH_00013,RTE_01007,SUP_00011,6205.54,38.11,6.6,1.0
100768,2026-03-09 08:47:00,DRV_00026,VEH_00021,RTE_00023,SUP_00019,4340.63,32.45,11.2,3.0
100769,2026-02-27 12:44:00,DRV_00011,VEH_00019,RTE_00017,SUP_00003,17244.02,33.88,19.4,1.0
100770,2026-01-20 02:52:00,DRV_00035,VEH_00053,RTE_00001,SUP_00007,15045.27,8.58,-1.8,2.0
100771,2026-01-24 20:29:00,DRV_00008,VEH_00019,RTE_00023,SUP_00548,18993.27,55.12,8.4,2.0
100772,2026-02-01 13:25:00,DRV_00046,VEH_00057,RTE_00727,SUP_00014,8081.83,36.72,-1.5,2.0
100773,2026-01-04 23:13:00,DRV_00014,VEH_00025,RTE_00727,SUP_00014,11475.31,5.09,17.3,2.0
100774,2026-02-09 00:18:00,DRV_00010,VEH_00031,RTE_00010,SUP_00358,10434.06,53.99,9.8,1.0
100775,2026-02-04 07:27:00,DRV_00002,VEH_00055,RTE_00025,SUP_00013,24610.19,66.8,7.4,3.0
100776,2026-02-18 20:20:00,DRV_00046,VEH_00023,RTE_00023,SUP_00012,7660.1,67.94,9.5,2.0
100777,2026-02-05 09:50:00,DRV_00009,VEH_00032,RTE_00010,SUP_00101,7723.02,23.41,16.6,2.0
100778,2026-02-22 13:12:00,DRV_00003,VEH_00062,RTE_00021,SUP_00009,9186.43,5.43,14.6,3.0
100779,2026-02-15 12:25:00,DRV_00021,VEH_00074,RTE_00024,SUP_00001,14332.55,34.92,4.5,3.0
100780,2026-02-28 21:11:00,DRV_00026,VEH_00010,RTE_00002,SUP_00019,6681.91,3.67,2.7,2.0
100781,2026-02-10 09:01:00,DRV_00008,VEH_00072,RTE_00009,SUP_00011,22924.6,66.92,3.3,2.0
100782,2026-01-17 12:33:00,DRV_00048,VEH_00054,RTE_00022,SUP_00484,7009.3,9.14,8.1,3.0
100783,2026-02-09 06:50:00,DRV_00002,VEH_00052,RTE_00013,SUP_00358,22447.49,14.46,12.9,2.0
100784,2026-03-08 00:44:00,DRV_00006,VEH_00020,RTE_00025,SUP_00484,3035.14,26.31,8.1,2.0
100785,2026-01-27 07:32:00,DRV_00028,VEH_00032,RTE_00016,SUP_00101,16585.79,24.5,-0.6,1.0
100786,2026-01-01 16:55:00,DRV_00029,VEH_00014,RTE_00018,SUP_00358,22721.15,56.19,12.5,3.0
100787,2026-02-12 22:13:00,DRV_00026,VEH_00050,RTE_00019,SUP_00019,4634.36,30.14,14.1,1.0
100788,2026-01-20 05:52:00,DRV_00025,VEH_00028,RTE_00012,SUP_00018,24224.01,8.15,3.8,1.0
100789,2026-01-06 20:15:00,DRV_00012,VEH_00053,RTE_00008,SUP_00012,11595.64,15.58,11.3,3.0
100790,2026-02-13 06:12:00,DRV_00005,VEH_00024,RTE_00017,SUP_00484,23670.02,34.2,6.5,1.0
100791,2026-01-17 13:13:00,DRV_00034,VEH_00079,RTE_00015,SUP_00001,17082.09,6.35,15.8,2.0
100792,2026-01-03 21:18:00,DRV_00048,VEH_00022,RTE_00010,SUP_00019,7888.88,42.1,14.9,1.0
100793,2026-02-13 12:40:00,DRV_00037,VEH_00030,RTE_00015,SUP_00726,5113.41,21.47,19.4,3.0
100794,2026-01-15 02:29:00,DRV_00015,VEH_00063,RTE_00015,SUP_00017,7941.51,50.03,11.8,2.0
100795,2026-01-05 20:10:00,DRV_00044,VEH_00004,RTE_00727,SUP_00005,2778.93,67.2,15.7,2.0
100796,2026-02-20 07:54:00,DRV_00036,VEH_00077,RTE_00023,SUP_00003,4024.77,65.24,7.9,2.0
100797,2026-03-02 05:04:00,DRV_00015,VEH_00059,RTE_00007,SUP_00002,3064.18,67.85,4.3,2.0
100798,2026-02-02 07:40:00,DRV_00043,VEH_00008,RTE_00013,SUP_00003,10862.12,13.84,13.1,1.0
100799,2026-01-15 03:44:00,DRV_00048,VEH_00012,RTE_00017,SUP_00008,19991.67,5.13,2.4,1.0
100800,2026-01-13 12:17:00,DRV_00023,VEH_00031,RTE_00052,SUP_00016,3963.9,18.28,5.8,2.0
100801,2026-02-22 16:40:00,DRV_00006,VEH_00078,RTE_00009,SUP_00006,3692.85,63.92,15.3,3.0
100802,2026-01-07 01:02:00,DRV_00046,VEH_00034,RTE_00008,SUP_00013,16264.01,69.85,12.5,2.0
100803,2026-01-01 06:24:00,DRV_00044,VEH_00075,RTE_00020,SUP_00484,5330.98,61.17,6.1,1.0
100804,2026-01-01 06:44:00,DRV_00043,VEH_00076,RTE_00026,SUP_00358,2891.45,3.47,2.3,2.0
100805,2026-01-29 10:23:00,DRV_00045,VEH_00049,RTE_00027,SUP_00358,4587.79,67.95,5.1,1.0
100806,2026-02-03 06:46:00,DRV_00021,VEH_00079,RTE_00021,SUP_00016,23131.42,27.6,3.7,2.0
100807,2026-01-21 06:29:00,DRV_00023,VEH_00057,RTE_00018,SUP_00016,20626.05,-4.28,1.5,3.0
100808,2026-01-09 20:43:00,DRV_00043,VEH_00026,RTE_00013,SUP_00003,9174.58,29.06,12.9,2.0
100809,2026-01-13 18:24:00,DRV_00016,VEH_00018,RTE_00016,SUP_00013,16567.61,-1.45,3.0,3.0
100810,2026-02-11 17:40:00,DRV_00047,VEH_00038,RTE_00009,SUP_00014,13663.25,36.88,7.1,3.0
100811,2026-03-10 03:42:00,DRV_00015,VEH_00050,RTE_00727,SUP_00008,17089.54,21.07,5.7,2.0
100812,2026-01-07 20:20:00,DRV_00025,VEH_00008,RTE_00012,SUP_00012,17225.44,31.45,19.4,3.0
100813,2026-02-26 00:02:00,DRV_00036,VEH_00041,RTE_00012,SUP_00484,15903.98,42.21,5.8,3.0
100814,2026-02-05 03:32:00,DRV_00011,VEH_00006,RTE_00006,SUP_00484,7019.48,61.9,-0.4,1.0
100815,2026-01-17 08:54:00,DRV_00015,VEH_00069,RTE_00019,SUP_00358,1455.66,45.97,-0.2,1.0
100816,2026-01-17 08:04:00,DRV_00004,VEH_00044,RTE_00028,SUP_00548,11661.39,15.33,9.8,3.0
100817,2026-02-18 00:52:00,DRV_00021,VEH_00064,RTE_00007,SUP_00008,22328.86,58.1,10.0,2.0
100818,2026-01-08 13:56:00,DRV_00013,VEH_00029,RTE_00025,SUP_00548,14452.68,51.76,6.4,3.0
100819,2026-01-04 08:09:00,DRV_00022,VEH_00028,RTE_00003,SUP_00009,20893.58,4.22,6.6,2.0
100820,2026-01-23 08:41:00,DRV_00019,VEH_00011,RTE_00016,SUP_00001,24794.8,35.96,-0.9,1.0
100821,2026-02-07 00:50:00,DRV_00034,VEH_00065,RTE_00018,SUP_00006,4508.6,16.91,8.3,2.0
100822,2026-01-10 08:16:00,DRV_00014,VEH_00019,RTE_00016,SUP_00484,17448.55,-1.38,8.1,3.0
100823,2026-02-09 03:57:00,DRV_00004,VEH_00009,RTE_00023,SUP_00019,17020.19,46.48,1.0,3.0
100824,2026-01-27 22:05:00,DRV_00048,VEH_00027,RTE_00007,SUP_00484,24508.91,61.43,0.1,3.0
100825,2026-01-25 04:16:00,DRV_00046,VEH_00034,RTE_00004,SUP_00011,24647.22,7.54,18.6,3.0
100826,2026-02-01 07:46:00,DRV_00027,VEH_00044,RTE_00027,SUP_00011,17323.63,57.56,18.6,3.0
100827,2026-02-07 10:52:00,DRV_00029,VEH_00068,RTE_00025,SUP_00484,6468.56,60.71,10.2,2.0
100828,2026-01-12 21:00:00,DRV_00047,VEH_00015,RTE_00052,SUP_00013,20064.62,65.4,1.9,3.0
100829,2026-02-09 15:31:00,DRV_00028,VEH_00051,RTE_01007,SUP_00011,3122.21,15.43,3.0,1.0
100830,2026-01-16 05:49:00,DRV_00035,VEH_00013,RTE_00008,SUP_00018,19627.13,64.6,1.5,3.0
100831,2026-02-18 16:00:00,DRV_00008,VEH_00049,RTE_00013,SUP_00484,22799.81,19.69,17.2,2.0
100832,2026-01-27 05:04:00,DRV_00016,VEH_00070,RTE_00013,SUP_00015,9879.42,37.53,15.1,3.0
100833,2026-02-01 15:03:00,DRV_00042,VEH_00056,RTE_00017,SUP_00001,15950.56,-1.11,2.6,3.0
100834,2026-03-06 00:33:00,DRV_00036,VEH_00076,RTE_00017,SUP_00548,11038.5,38.26,4.6,2.0
100835,2026-01-26 03:07:00,DRV_00030,VEH_00051,RTE_00005,SUP_00007,11225.24,50.47,2.2,3.0
100836,2026-01-06 00:39:00,DRV_00018,VEH_00037,RTE_00006,SUP_00484,8104.09,29.22,7.8,2.0
100837,2026-01-11 01:29:00,DRV_00002,VEH_00017,RTE_00019,SUP_00013,19172.18,14.73,-1.6,3.0
100838,2026-02-10 06:57:00,DRV_00049,VEH_00058,RTE_00013,SUP_00012,23436.33,9.66,11.4,1.0
100839,2026-02-12 23:17:00,DRV_00013,VEH_00029,RTE_00025,SUP_00018,23548.4,46.59,8.5,3.0
100840,2026-01-30 22:45:00,DRV_00004,VEH_00033,RTE_00028,SUP_00101,4782.14,-4.97,16.0,2.0
100841,2026-02-04 16:02:00,DRV_00026,VEH_00060,RTE_00026,SUP_00019,21931.22,57.05,1.3,1.0
100842,2026-03-07 07:54:00,DRV_00025,VEH_00055,RTE_00014,SUP_00015,18567.07,1.1,14.1,2.0
100843,2026-01-23 06:09:00,DRV_00030,VEH_00010,RTE_00727,SUP_00008,6694.52,9.74,13.8,3.0
100844,2026-01-26 18:51:00,DRV_00011,VEH_00047,RTE_00022,SUP_00019,2148.47,24.74,0.5,1.0
100845,2026-01-30 19:44:00,DRV_00007,VEH_00023,RTE_00004,SUP_00010,7065.93,32.33,6.0,2.0
100846,2026-02-21 08:43:00,DRV_00031,VEH_00021,RTE_00028,SUP_00007,22849.1,22.33,1.4,1.0
100847,2026-01-17 20:45:00,DRV_00044,VEH_00013,RTE_00007,SUP_00018,16012.88,19.69,3.1,1.0
100848,2026-01-27 03:06:00,DRV_00010,VEH_00033,RTE_00008,SUP_00016,18165.84,69.22,18.6,2.0
100849,2026-01-30 17:28:00,DRV_00039,VEH_00024,RTE_00025,SUP_00726,6800.23,24.17,9.1,1.0
100850,2026-03-03 10:24:00,DRV_00013,VEH_00011,RTE_00013,SUP_00006,18125.01,-3.2,6.2,2.0
100851,2026-02-07 09:51:00,DRV_00031,VEH_00017,RTE_00052,SUP_00009,1188.98,28.12,17.0,1.0
100852,2026-01-14 07:58:00,DRV_00007,VEH_00068,RTE_00027,SUP_00548,9695.37,40.17,0.5,1.0
100853,2026-01-14 17:18:00,DRV_00049,VEH_00047,RTE_00006,SUP_00013,15855.46,18.21,17.5,1.0
100854,2026-01-11 14:14:00,DRV_00042,VEH_00025,RTE_00727,SUP_00548,4079.37,45.23,2.6,3.0
100855,2026-01-31 17:18:00,DRV_00042,VEH_00073,RTE_00006,SUP_00008,20663.59,53.4,13.5,3.0
100856,2026-01-01 20:52:00,DRV_00036,VEH_00021,RTE_00024,SUP_00016,6258.27,41.66,4.8,2.0
100857,2026-01-28 14:44:00,DRV_00020,VEH_00012,RTE_00028,SUP_00013,16480.89,38.91,0.9,1.0
100858,2026-02-23 23:09:00,DRV_00004,VEH_00037,RTE_00021,SUP_00013,10427.33,-0.87,15.2,2.0
100859,2026-01-27 00:01:00,DRV_00007,VEH_00042,RTE_01007,SUP_00017,15103.07,5.82,4.2,3.0
100860,2026-03-06 01:14:00,DRV_00001,VEH_00017,RTE_00003,SUP_00484,3132.54,42.94,11.2,3.0
100861,2026-02-07 06:42:00,DRV_00044,VEH_00048,RTE_00028,SUP_00726,914.36,15.86,18.6,3.0
100862,2026-02-11 07:34:00,DRV_00045,VEH_00028,RTE_00003,SUP_00005,22784.33,33.81,18.6,3.0
100863,2026-02-26 11:17:00,DRV_00042,VEH_00041,RTE_00013,SUP_00358,7105.94,36.96,7.9,2.0
100864,2026-02-15 06:55:00,DRV_00047,VEH_00047,RTE_00022,SUP_00548,20582.09,34.42,12.6,1.0
100865,2026-02-24 13:47:00,DRV_00013,VEH_00018,RTE_00002,SUP_00017,24984.08,68.03,-1.5,2.0
100866,2026-01-05 19:49:00,DRV_00022,VEH_00078,RTE_00016,SUP_00009,5680.07,59.87,11.4,1.0
100867,2026-02-08 11:13:00,DRV_00021,VEH_00071,RTE_00022,SUP_00002,6996.68,50.62,15.9,3.0
100868,2026-02-21 01:53:00,DRV_00022,VEH_00013,RTE_00052,SUP_00018,16740.06,1.01,-0.8,1.0
100869,2026-01-05 19:41:00,DRV_00028,VEH_00013,RTE_00029,SUP_00009,24153.49,3.17,0.8,3.0
100870,2026-01-19 00:14:00,DRV_00009,VEH_00031,RTE_00006,SUP_00006,22937.45,32.94,12.3,2.0
100871,2026-01-17 05:46:00,DRV_00026,VEH_00002,RTE_00008,SUP_00011,12820.45,7.37,6.7,1.0
100872,2026-02-12 23:26:00,DRV_00009,VEH_00016,RTE_00023,SUP_00006,19980.2,70.33,6.1,2.0
100873,2026-02-22 14:25:00,DRV_00015,VEH_00009,RTE_00008,SUP_00006,3825.77,7.21,18.6,3.0
100874,2026-02-27 19:31:00,DRV_00010,VEH_00073,RTE_01007,SUP_00013,24447.24,32.54,8.1,2.0
100875,2026-03-07 14:16:00,DRV_00024,VEH_00038,RTE_00025,SUP_00011,24126.65,23.04,0.5,3.0
100876,2026-02-07 02:13:00,DRV_00042,VEH_00075,RTE_00006,SUP_00014,4511.36,44.23,7.5,3.0
100877,2026-02-09 10:40:00,DRV_00008,VEH_00054,RTE_00014,SUP_00002,7835.87,4.94,19.4,3.0
100878,2026-03-09 12:39:00,DRV_00024,VEH_00056,RTE_00052,SUP_00008,2953.8,28.13,19.4,2.0
100879,2026-01-30 09:18:00,DRV_00016,VEH_00045,RTE_00003,SUP_00003,7157.08,16.15,7.6,2.0
100880,2026-02-18 17:33:00,DRV_00049,VEH_00034,RTE_00010,SUP_00484,20490.92,63.36,17.8,1.0
100881,2026-02-18 21:10:00,DRV_00026,VEH_00009,RTE_00003,SUP_00548,9768.73,20.2,11.7,1.0
100882,2026-02-06 08:09:00,DRV_00027,VEH_00008,RTE_00052,SUP_00003,2665.73,65.36,18.6,2.0
100883,2026-01-30 22:08:00,DRV_00037,VEH_00007,RTE_00027,SUP_00001,8884.53,59.14,6.3,2.0
100884,2026-01-28 15:31:00,DRV_00004,VEH_00036,RTE_00012,SUP_00101,24543.89,17.91,13.4,2.0
100885,2026-02-08 12:39:00,DRV_00024,VEH_00018,RTE_00017,SUP_00019,15927.25,55.78,-1.2,2.0
100886,2026-03-01 07:12:00,DRV_00019,VEH_00003,RTE_00027,SUP_00018,10695.94,-2.6,0.5,3.0
100887,2026-03-02 16:09:00,DRV_00036,VEH_00028,RTE_00727,SUP_00017,4580.19,69.45,2.1,3.0
100888,2026-01-14 20:43:00,DRV_00039,VEH_00070,RTE_00029,SUP_00726,24661.33,37.1,6.0,3.0
100889,2026-02-08 06:43:00,DRV_00010,VEH_00044,RTE_00727,SUP_00101,20610.8,18.35,14.9,2.0
100890,2026-03-06 09:05:00,DRV_00025,VEH_00021,RTE_00005,SUP_00013,7396.19,22.92,4.9,3.0
100891,2026-02-21 00:37:00,DRV_00018,VEH_00028,RTE_01007,SUP_00003,2216.68,0.11,11.1,3.0
100892,2026-01-10 23:48:00,DRV_00019,VEH_00054,RTE_00020,SUP_00001,1887.33,71.18,18.6,1.0
100893,2026-01-04 20:49:00,DRV_00036,VEH_00054,RTE_00025,SUP_00004,3449.26,-1.97,9.7,1.0
100894,2026-02-18 11:56:00,DRV_00010,VEH_00065,RTE_00727,SUP_00013,14728.83,45.43,5.1,3.0
100895,2026-01-26 09:46:00,DRV_00033,VEH_00021,RTE_00009,SUP_00017,23254.7,29.09,18.6,3.0
100896,2026-01-09 08:15:00,DRV_00005,VEH_00013,RTE_00727,SUP_00011,12670.21,68.07,4.8,3.0
100897,2026-02-01 06:02:00,DRV_00047,VEH_00057,RTE_01007,SUP_00002,21152.16,13.94,-0.3,2.0
100898,2026-01-05 08:14:00,DRV_00049,VEH_00049,RTE_00021,SUP_00016,11424.22,35.97,17.9,1.0
100899,2026-01-12 21:44:00,DRV_00035,VEH_00054,RTE_00026,SUP_00002,17860.3,32.14,0.5,1.0
100900,2026-01-17 19:34:00,DRV_00044,VEH_00010,RTE_00020,SUP_00019,18430.88,49.12,-0.6,1.0
100901,2026-02-26 01:19:00,DRV_00034,VEH_00053,RTE_00007,SUP_00484,4762.11,0.24,15.6,3.0
100902,2026-02-19 20:14:00,DRV_00033,VEH_00044,RTE_00727,SUP_00019,9349.79,9.92,4.0,2.0
100903,2026-01-05 05:30:00,DRV_00021,VEH_00047,RTE_00022,SUP_00016,16113.9,11.52,11.0,1.0
100904,2026-01-09 01:57:00,DRV_00017,VEH_00053,RTE_00004,SUP_00358,2232.07,51.84,4.6,1.0
100905,2026-01-16 13:35:00,DRV_00022,VEH_00074,RTE_00013,SUP_00019,9357.73,9.56,5.8,2.0
100906,2026-01-17 17:11:00,DRV_00048,VEH_00046,RTE_00013,SUP_00009,13602.59,39.16,3.2,3.0
100907,2026-02-10 10:43:00,DRV_00037,VEH_00013,RTE_00727,SUP_00001,24907.5,11.57,4.9,3.0
